Food Item,Calories,Protein (g),Carbs (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (mcg),Vitamin B12 (mcg),Folate (B9) (mcg),Vitamin B6 (mg),Niacin (B3) (mg),Pantothenic Acid (B5) (mg),Riboflavin (B2) (mg),Calcium (mg),Iron (mg),Magnesium (mg),Potassium (mg),Zinc (mg),Copper (mg),Phosphorus (mg),Manganese (mg),Selenium (mcg),Saturated Fat (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Omega-3 Fatty Acids (g),Omega-6 Fatty Acids (g),Cholesterol (mg),Glycemic Index,Water Content (g),Serving Size (g or cups),Net Carbs (g),Complex Carbs (g),Simple Carbs (g),Antioxidants (mg),Flavonoids (mg),Carotenoids (mg),Caffeine (mg),Acidity (pH),Allergen Information,Dietary Labels,Energy Density (kcal/g)
Orange (1 medium),62,1.2,15.0,0.2,3.1,12.0,0,2608,30,512,7.497332232349054,147,0.7952725673041062,58,0.9130688079440128,17.396316883034032,4.721242340992683,0.21998570915505367,115,9.39853530333792,62.7521708708617,288,2.527754872597402,0.8806020372137284,80,1.936033524230723,48,4.1923694149736015,0.1398079183951184,9.501683407630937,2.600312875923067,1.352353754948079,17,Medium,721,100,48,25,23,477,68,58,116,3.5372491991167467,Gluten-Free,Keto-Friendly,1.8536950958234102
Tofu (100g),76,8.0,1.9,4.8,0.3,0.6,7,2879,27,485,14.488989372426236,169,3.370161301668049,61,1.9700522982101976,6.054406157847234,1.1891066027198174,1.1987725619645553,287,8.356015738299053,84.29664453717555,277,5.596080686034399,0.8060130977338165,272,0.3975046147400313,84,2.9122932823126426,4.388367380841309,2.6915364097108974,4.853104228434228,1.9110643809347894,27,Medium,969,100,48,4,44,15,98,100,299,3.60626102609491,Dairy-Free,Paleo,1.037577868566086
"Mushrooms (1 cup, cooked)",35,3.0,7.0,0.5,2.1,3.1,8,1024,73,332,8.266451921813683,61,2.298079175126497,374,2.2329021264980833,12.225501623014646,0.5443107125540493,0.20067684133329425,382,8.522050164640826,158.05217727193477,707,8.435942364699478,0.6640188651319716,315,0.4539882732546554,60,8.07511596305149,8.20648180049382,7.542018658853506,3.4781140142912377,4.205485991200517,131,Low,956,100,35,25,10,340,74,133,113,4.009934896828466,Nut-Free,Keto-Friendly,1.170107154973661
Peanut Butter (2 tbsp),188,8.0,6.0,16.0,2.0,3.0,1,3056,91,611,10.485591744425344,24,2.685968852709808,487,1.5417643568950221,10.609683843515008,1.5713834576320291,0.39601728182168394,109,5.906844919315549,138.18440562060772,414,6.350029244963161,0.38957314807197463,331,1.8609510724639569,14,4.814629176373849,7.8006092321816825,2.3877500831956002,4.723650641630151,5.895842877533504,41,Low,188,1,46,7,39,190,68,81,73,4.596402347858759,Soy-Free,Paleo,1.3431422028678848
"Spinach (1 cup, raw)",7,0.9,1.1,0.1,0.7,0.1,24,1681,119,656,5.366094010836365,93,1.4460912297983524,293,1.8385315916873155,1.3417744998753656,4.191245868958945,1.8440910938104729,247,4.132463680208753,62.384675884812665,119,6.520989985677521,0.36235894754381714,430,1.4408065282595268,27,6.548480623891279,5.13390073528181,7.376111617321327,1.5827539973881195,6.038172189682717,125,Low,706,1,48,36,12,282,29,111,240,6.7567048997505275,Soy-Free,Low Fat,0.5307654481344912
Whole Wheat Bread (1 slice),80,4.0,14.0,1.0,2.0,1.0,140,3424,104,512,11.835879294138675,140,1.6794413884820456,231,2.1300306333522965,18.7226543182158,1.4419481722115768,2.634083281370535,278,9.378301689161177,49.417856133557066,775,5.639787746096709,0.3513390452182503,605,0.3887367050001054,52,1.8927350016787547,2.497690128593153,7.974199712888259,1.668873961347828,2.9197600866556437,116,Medium,721,200,47,12,35,370,32,52,53,5.695569445531778,Dairy-Free,Vegetarian,3.250831676508528
Cheddar Cheese (1 slice),113,7.0,1.0,9.0,0.0,0.3,174,4585,175,456,11.820900746265611,46,1.2107719816901703,333,1.0213503154811872,2.4882140478351507,1.583951286674672,0.44749180025687496,330,4.605113168350997,66.83152830306852,481,9.309023509998386,0.31681803865487923,111,0.8476360751253584,56,5.335076625164867,4.650886629145451,2.4720570371064943,4.273622970592178,9.206138979503482,133,Low,644,150,47,29,18,194,14,69,158,4.020687737800138,Shellfish-Free,Vegan,2.558287974750437
Tomato (1 medium),22,1.1,4.8,0.2,1.5,3.2,6,355,41,137,8.298144667157946,135,0.7908970128962742,361,1.093791348536086,14.076159468746981,1.0845446204156486,1.4081589336538114,409,5.618783988871856,130.60711040839732,708,9.35307550199573,0.5569728805705201,570,0.20691289400795004,19,3.179760494466215,5.637022194181917,7.15869543583235,0.7492746029264719,9.150999076078627,101,High,716,200,10,6,4,332,32,110,108,3.2239364073093597,Egg-Free,Keto-Friendly,2.5688519473534126
Cucumber (1 medium),16,0.7,3.8,0.1,0.5,1.9,2,4904,20,93,14.66419352590899,49,1.0370949123247515,148,0.5012550332569123,15.91512988795698,3.7194629147444322,2.741548823938687,498,4.7380859176892836,75.08266857068882,242,5.370870410198746,0.6826703975949211,120,0.9220759144436189,59,5.264136103948783,9.998714382741339,8.121045388640898,4.729639306480379,3.9206805305237244,136,Low,849,200,33,6,27,153,97,166,279,5.7368957232254925,Soy-Free,Vegetarian,2.216991841427364
Pineapple (1 cup),82,0.9,22.0,0.2,2.3,16.0,1,1938,54,510,2.757703006677147,81,2.8925421358894576,246,2.426188261795605,16.110469131906,0.8112838572743772,2.4614728526476046,95,5.865773982621873,237.42460038585332,161,3.404715127863292,1.9270000449739402,651,1.5780128395253703,47,7.808258334109281,6.4417809016937735,3.5857887210691173,2.5373717733170373,4.3429176943029715,147,Low,366,1,31,10,21,445,40,95,152,5.501273883264208,Contains Artificial Colors,Vegetarian,2.5679324244831774
Grapes (1 cup),104,1.1,27.0,0.2,1.4,23.0,2,2044,42,327,1.237267308454134,49,2.5326374155513274,415,2.33508978919269,3.574395859648051,1.9904373604783472,1.6070368997511968,329,4.969798250427108,121.32765314292341,341,4.866076555854717,1.199099176903583,585,1.1525469037136418,54,7.689132100912617,6.942649300626135,1.6770277598972694,4.632069392918488,7.024971168239118,37,High,842,200,47,8,39,109,15,135,162,5.703053673448547,Egg-Free,Keto-Friendly,3.4455876496209092
Strawberries (1 cup),49,1.1,12.0,0.5,3.0,7.0,1,109,111,732,11.782214964599344,65,2.1407866279564307,275,2.029136527518861,9.50382905965147,1.7712442697943405,2.33755717405361,41,0.9556918065050208,24.111043970712895,337,2.272300165858349,1.9764319715752339,189,1.3301400314507859,10,3.5422067803427595,4.914541435680519,0.9196456731751357,1.6839639436290654,6.629958963989008,49,Low,625,200,6,27,-21,99,25,20,56,4.044718616234319,Egg-Free,Low Carb,1.65548101290348
Kiwi (1 medium),42,0.8,10.0,0.4,2.1,6.0,1,2971,178,470,12.300177523108356,160,1.9252696186003042,382,0.6581520419532962,16.75914853824562,2.998218784055697,1.6158119447291572,345,8.879457767073138,185.02393740079202,230,6.545270995521848,0.8076872008687791,365,0.7209582511803975,37,6.942771170796391,3.5448955078252986,5.753817036099419,3.579794520696985,3.8229701496096236,59,Low,753,1,26,29,-3,481,30,44,213,5.067852868901453,Egg-Free,Low Fat,2.6375767606296914
Watermelon (1 cup),46,0.9,12.0,0.2,0.6,9.0,2,897,145,750,2.6829012076880674,113,3.2673028509683735,152,1.3950057793990163,6.750904997196339,3.78687319258881,0.5584677781202614,60,4.721741279699813,88.92286917015751,704,5.250877189931216,0.9694906019199379,389,0.40665224371510666,66,9.41289950394277,8.12952983647206,9.780981193157132,2.4143756098634483,4.142442515210034,140,Medium,205,100,13,22,-9,255,22,32,27,4.446811205565956,Shellfish-Free,Low Carb,1.5785870131325845
Bell Pepper (1 medium),24,1.0,6.0,0.2,2.1,3.5,1,1115,20,402,4.718159661420485,148,0.7182048433360052,155,0.7037835079431056,9.887224832118608,2.8979439561353635,0.46173472834286944,88,6.094964660819812,166.83734369397942,702,1.481354539226159,0.7166994524140303,639,0.12492168396962039,59,6.256693299249064,4.949323243392362,8.229503200222162,3.134018151227365,3.4803894342153896,118,Medium,473,100,15,29,-14,248,72,158,203,6.270795755782981,Gluten-Free,Paleo,3.062866396240478
Zucchini (1 medium),33,2.4,7.5,0.6,2.5,3.3,3,1924,188,745,1.2457330871328047,119,1.341802439713748,414,0.5318405345255972,6.183083961297069,4.689616968387805,0.6462678729945023,195,1.8222841262008769,77.10264892557568,744,2.377653920636346,0.44748653670345007,577,1.6604934542257563,43,1.4841012338263715,9.946901299645251,4.358396389345528,2.521862465695761,2.353850069533079,98,Low,549,1,20,9,11,427,45,174,32,3.2775866484746716,Dairy-Free,Vegetarian,3.074085820670105
"Chickpeas (1/2 cup, cooked)",135,7.0,22.0,2.0,6.0,3.7,1,4569,97,564,5.106320550927906,145,1.5498135607121422,417,1.7323659304251946,9.807476939821159,4.7814918749929936,1.1176740754004706,183,0.5321845558350717,146.97849801599676,222,5.056503583895505,0.37201294477740043,590,1.309643662756997,16,6.797086292790952,4.571205742680441,5.366209028549585,4.835578086856807,4.5813836292413965,93,High,140,150,49,25,24,221,19,37,121,4.1017671577665435,Nut-Free,Vegan,3.206799276270455
"Lentils (1/2 cup, cooked)",115,9.0,20.0,0.4,7.8,1.8,2,3236,50,752,11.823986234861401,102,2.8472774366383637,107,2.421658834160377,17.86892052926472,2.1265939782433194,2.7985348762546542,445,2.830255889614608,195.3166011537915,539,8.932095411829154,1.8956504758348807,465,0.5357103584466079,35,1.0490438634931132,0.6800028364757738,2.795278854118189,3.460526989069586,6.864341319025405,67,Low,703,200,17,22,-5,90,27,125,15,5.411814976681477,Dairy-Free,Vegan,0.516389972725635
Coconut Oil (1 tbsp),121,0.0,0.0,14.0,0.0,0.0,0,2293,154,679,8.251447387976105,103,3.477543860485914,127,2.3057360468643004,9.64736038962262,3.999561693237017,2.419067399595444,115,7.193567305266828,232.72209802589293,441,5.8807118459954255,1.9749402954176358,516,0.8950245241468601,78,8.721104087930271,6.8257813709008275,1.6306586736006357,1.2565948431315772,7.41966705314293,139,Low,91,100,22,36,-14,124,45,104,153,3.820895108296086,Soy-Free,Vegetarian,1.3945743349882846
Butter (1 tbsp),102,0.1,0.1,11.5,0.0,0.1,31,323,85,68,5.873338304356033,65,1.2220115442714592,124,1.8935096298708087,11.562328324412087,3.8246062247068533,1.3551245275563208,72,1.4423480360723466,72.67051466393849,518,6.974582501980473,0.18532804336658995,424,1.622742210583417,57,5.166604958019403,0.4664145092581107,4.820811582322733,4.548384609525423,7.788736482559626,63,Low,810,1,29,31,-2,285,10,67,217,5.6908537438914975,Dairy-Free,Low Carb,0.9017730536047882
Olive Oil (1 tbsp),119,0.0,0.0,13.5,0.0,0.0,0,4258,130,72,6.204350128688624,69,3.122922002411242,91,0.6932811683297428,8.675549382758588,4.518340662671723,1.5299224583839646,85,9.134430683671445,90.36566823975548,729,3.7207712225671425,0.3856571619903564,340,1.123530353573633,38,3.8514073631157952,2.505015968847033,4.635015661671852,1.4701486907755217,3.747320134531215,78,Medium,344,150,37,7,30,89,75,62,104,3.547090012800612,Nut-Free,Low Fat,1.8619585936704706
Chicken Thigh (100g),209,26.0,0.0,10.0,0.0,0.0,82,4025,55,462,1.0189507600165542,147,2.991868281295374,471,1.0483280753446003,9.742226480863184,2.5157463809346647,0.8702674272326031,325,2.5427144088837537,121.42394086862552,554,5.9284082339202255,0.9046957753719429,92,0.6703037652473587,45,0.5700659464969238,3.5373825277990334,5.219299528037602,1.8580254965042813,7.646359942849736,52,High,819,200,14,29,-15,65,64,37,76,3.0912491674988125,Gluten-Free,Vegetarian,1.9863489280378934
Pork (100g),242,27.0,0.0,14.0,0.0,0.0,60,4884,169,79,5.197207385913303,48,1.1739721929252998,373,1.140113453770582,1.2883097818820124,2.887129342390065,2.1426235737691774,330,2.44363933577187,232.52196105663734,297,4.750108315061641,0.45403360505437396,102,0.6076505826243024,14,3.807837345921097,7.394835856213277,9.528045855639407,0.5106184901010669,0.06516315691875274,25,High,386,1,34,14,20,188,83,51,86,6.453978131380481,Soy-Free,Paleo,1.2677121284889665
Beef (100g),250,26.0,0.0,17.0,0.0,0.0,72,4100,89,856,10.050422382931027,37,1.6979977405976676,230,2.0263001154911224,6.391164689248664,2.370984411117083,2.4280204472399105,382,2.2243256354042074,226.3328456345577,381,6.761734169920026,0.7913727478910783,281,0.5134666464527686,56,9.032066679157895,4.942359264076128,6.038953001447722,4.499832598980954,4.7704993771688216,137,High,50,1,5,19,-14,318,56,94,30,4.3337776056291215,Gluten-Free,Vegetarian,2.670339476135211
Apple (1 medium),95,0.5,25.0,0.3,4.4,19.0,2,1733,63,157,14.638722213429,58,1.7290186078775573,82,2.104498358470228,9.295052713094664,4.326696136848675,0.792823617435972,90,0.632826273227965,31.57078722415313,985,0.9804678777505985,0.3452830647333034,261,1.6650867722549227,79,0.2098299628630318,0.2864593131025661,6.057718366223738,1.4305601161393149,7.939044001326908,139,Medium,158,1,37,39,-2,58,13,102,99,3.6273959322441294,Soy-Free,Keto-Friendly,1.3093091515669082
Banana (1 medium),105,1.3,27.0,0.3,3.1,14.0,1,2252,95,416,12.858851577774594,173,3.434662005579675,120,1.2702122459798408,13.042142543861848,1.5336604191296046,0.2212827089807496,370,7.832151950543229,41.66315818091461,100,5.186352054270112,0.9673723377714014,57,1.2055346663008588,61,4.746481577818049,6.168498512759221,1.2802476286107678,1.2945880896569117,6.3004472064135335,149,Medium,977,200,19,36,-17,269,34,133,154,3.6908361029831993,Nut-Free,Low Carb,3.0616741258500757
Chicken Breast (100g),165,31.0,0.0,3.6,0.0,0.0,74,610,101,330,1.3303295050374078,134,1.042675704136695,105,1.3357679932352193,9.55098668052395,1.5786908520910012,1.9092779351726141,137,8.812828046829956,128.9222025593532,822,3.311929938867686,0.6162197707215926,683,1.4473986148327822,82,9.311580911106223,4.114362374266624,9.964888661768205,4.60131298997477,4.740631241545077,20,Low,174,100,33,32,1,283,48,198,291,6.543581576138259,Gluten-Free,Keto-Friendly,1.0329781044253605
Broccoli (1 cup),55,3.7,11.2,0.6,5.1,2.2,64,484,157,177,13.57984846544775,22,2.897473913314346,154,0.5890180785523427,7.418523823109717,2.1767229660968592,1.7312851454924183,192,6.3345456748538895,35.58862547330164,874,3.598758082140138,0.7686196059414555,532,1.7342288386550855,7,3.9484099976502107,9.21834509967107,7.728449442346685,4.0276343120251665,6.446420066063492,70,Medium,113,200,6,38,-32,301,66,170,105,5.617725624587249,Nut-Free,Keto-Friendly,1.6017058842958507
Almonds (28g),160,6.0,6.0,14.0,3.5,1.2,0,504,170,278,11.964777786180763,45,1.5025781425193299,249,1.078273436837522,8.373875971538986,1.5365427444605804,1.2661803495837416,252,2.287899825958692,92.9394096036874,431,9.628715599801584,0.2791940377792204,91,1.9750372348074108,61,4.281756874621504,4.995623111402354,8.772033440940048,0.705394607596872,9.069460031486638,81,Low,255,200,15,8,7,382,47,192,229,6.82538506636036,Nut-Free,Vegetarian,2.3667132752729154
Oats (1/2 cup),154,6.0,27.0,3.0,4.0,1.0,0,4713,177,160,11.925265729993725,110,2.692611037328481,150,1.4025703543552799,5.603573254808865,3.0245307638671433,1.9672924311423095,194,3.2101409709383577,45.61249077219464,311,2.2356007207581365,0.9134432963492691,382,0.5740188144084857,37,5.785600551991199,7.08975145939339,4.143004118309941,3.8466225195184034,5.6638180061020735,59,Medium,464,100,38,34,4,300,32,174,2,6.200161293511625,Shellfish-Free,Low Fat,2.31600521138976
Eggs (2 large),140,12.5,1.0,9.5,0.0,1.0,140,4671,169,185,7.411940626050001,35,1.7600330128869885,305,0.7339660927705152,18.565391372707005,1.1052054792297603,1.6967785641569164,229,5.021303624967151,162.6496852316526,186,3.456829899496671,1.9681894608269828,282,0.4437147261700346,11,4.6293733357718345,2.188684923295469,5.0212809578562485,4.565165490268954,7.997861914601062,98,Low,899,1,45,34,11,39,98,56,221,6.070170740112677,Dairy-Free,Vegetarian,0.7340873360154305
Salmon (100g),206,22.0,0.0,13.0,0.0,0.0,50,2100,106,411,6.5720741013630395,95,2.23507928934962,356,1.4065349215100427,10.913121290027377,1.940837987318249,0.826686572123159,80,9.566286540421357,237.8789036173988,764,5.343979469443282,0.7247827890742615,119,0.977796851308502,8,1.6860169123755242,7.609735645316532,5.220838091622765,0.3925560910537196,9.807427252251976,46,Medium,293,150,23,11,12,383,12,173,120,4.999282638300329,Soy-Free,Low Fat,3.0387758365728446
Avocado (1 medium),234,3.0,12.0,21.0,10.0,0.2,11,2856,11,235,5.240820203664697,13,2.9978353199783934,123,2.2063516245156007,1.254779623570339,4.610501143140155,1.2534140293058949,466,2.849838032268557,249.21610487065155,961,8.698756007421425,1.7652156222006266,65,0.16663543100921174,43,0.18555539069860405,7.209553104836724,1.9409453928960518,4.126074974522865,7.0556820207556665,142,High,639,150,6,24,-18,261,55,124,159,6.2832195948245815,Egg-Free,Vegan,2.2941948002893255
Sweet Potato (1 medium),112,2.0,26.0,0.1,4.0,5.0,41,1768,42,705,1.9197280253611209,91,2.9124966949516526,220,1.6626420394501067,1.3694789099713858,2.3415146608630817,1.3415293522670009,351,7.450636087238936,100.05787179925956,798,4.458365790460519,1.7020783690850019,118,1.6042639749707037,52,6.098116579787016,9.040817085413082,6.894891563269572,2.73710025936528,5.7332576388906356,23,Low,672,100,24,12,12,72,94,165,270,4.650610153767406,Egg-Free,Low Fat,3.109578646121505
"Brown Rice (1 cup, cooked)",215,5.0,45.0,1.6,3.5,0.9,10,1560,167,633,4.195295088911788,175,3.0992695506191006,426,0.6578597100768246,19.48627106408879,3.8670517242207914,2.652719183979135,163,4.674758121282743,153.76303290750695,160,7.566720168437625,1.9089109947647,102,1.779143997785326,78,9.208065870078121,0.33821641719199214,9.029767236174566,3.345987246894003,0.3748594712534026,9,Medium,703,100,45,31,14,91,34,19,193,6.308001988129417,Gluten-Free,Keto-Friendly,3.1029067346836054
Greek Yogurt (1 cup),100,10.0,6.0,0.0,0.0,6.0,40,3736,170,178,4.4524508896923445,136,0.6788519760339771,192,0.8833426376605487,5.207566936091656,1.010579862679583,2.8866220469739825,254,3.329549809420207,215.5042368457795,896,8.635553933040622,1.6012080733074796,428,1.403475427621254,83,1.0636413302716563,4.4750069761745115,1.63705818138419,2.4642716945246845,3.7447789825458755,119,Medium,265,1,35,13,22,414,15,32,217,6.030965166748491,Nut-Free,Vegetarian,2.137756071125093
"Spinach (1 cup, cooked)",41,5.0,7.0,0.5,4.3,0.6,125,2824,86,925,7.777078975942822,97,2.5761516591192346,215,1.4490887003171125,16.306557487471977,1.614040286638031,2.6897039509498417,149,4.83120140171008,38.19089747113216,194,3.4451553803075647,1.3532339714117485,512,0.6091905466708577,20,2.109527192527534,6.791554027396302,0.863182734861645,3.4890154245263933,5.654427335151183,87,Low,577,150,8,30,-22,445,24,14,190,5.713754502384204,Dairy-Free,Vegan,3.232344371934314
Carrots (1 medium),25,0.6,6.0,0.1,1.7,2.9,42,4909,125,310,11.464221692353716,136,0.9199621301652886,448,1.2229742996436241,2.107230729650915,4.133055295401658,2.185616269750741,80,1.176463816641709,175.4954586524716,885,4.231126743617745,1.7275104440321696,576,0.33399540057870203,42,3.702294858249735,0.9516390008021502,7.382189055403422,0.17048930833376608,7.972065717060325,103,Medium,615,150,33,4,29,489,35,91,251,4.318864743853826,Soy-Free,Keto-Friendly,3.0452233964403677
Turkey Breast (100g),135,30.0,0.0,1.0,0.0,0.0,50,4278,163,564,7.633337597571252,129,1.747455704055233,310,1.2174540390921975,18.502091997196434,3.9334682133036236,1.7964789274568833,55,8.087530023838443,108.12247881401638,652,3.8872841250393844,0.24372489324896432,112,0.8260739570477879,8,8.087422290211197,4.106040671489124,2.7320183167298207,3.8135336161164184,4.381047896475763,123,High,702,1,34,23,11,334,38,128,225,5.522846549234241,Gluten-Free,Vegan,3.3743688336853133
Cottage Cheese (1/2 cup),90,11.0,4.0,4.0,0.0,2.0,400,2148,159,498,1.8098222922602485,31,2.1457652451640654,270,1.5585348962871803,17.61392306966689,2.237701633672195,2.0988587428512693,56,2.8113683158381875,59.47507846723938,246,8.41213018187025,0.9793782486777347,310,1.6833376789599814,8,2.6926031647097757,9.421466030661954,6.238625416173294,0.16671848929479205,9.600582757647734,33,Low,429,100,17,33,-16,390,16,15,0,5.027150499100317,Nut-Free,Low Carb,3.051495195678219
